시설명,조사년도,경도(EPSG4326),위도(EPSG4326),좌안(L) 우안(R)
한강 간이체육시설 31,2020,126.9257424,37.54433641,R
한강 축구장 4,2020,127.0200276,37.54089983,R
한강 자전거보관소 1,2020,126.9255896,37.54437348,R
한강 경사로 20,2020,126.9271825,37.54422243,R
한강 농구장 6,2020,127.0203731,37.5414275,R
한강 간이체육시설 32,2020,127.0200029,37.54133154,R
한강 구명환 2,2020,126.9255743,37.54425838,R
한강 화장실 36,2020,127.0197733,37.54111788,R
한강 간이체육시설 33,2020,127.0197108,37.54066731,R
한강 야외공연장 5,2020,126.8944535,37.55615395,R
한강 간이체육시설 20,2020,126.9075797,37.54623076,R
한강 계단 38,2020,126.9077795,37.546128,R
한강 음수대 16,2020,126.8946247,37.55518553,R
한강 파고라 49,2020,126.8947577,37.55513835,R
한강 간이체육시설 21,2020,126.8953098,37.55488544,R
한강 놀이터 3,2020,126.8955476,37.55479329,R
한강 파고라 50,2020,126.8954933,37.55496,R
한강 간이체육시설 22,2020,126.8955615,37.55493972,R
한강 쉼터 21,2020,126.9064458,37.54710678,R
한강 화장실 27,2020,126.8955215,37.55521336,R
한강 쉼터 22,2020,126.8957181,37.55477352,R
한강 간이체육시설 23,2020,126.8957488,37.55456372,R
한강 주차장 10,2020,126.8967691,37.55428531,R
한강 쉼터 23,2020,126.9036171,37.54903039,R
한강 파고라 51,2020,126.8998303,37.55226746,R
한강 화장실 28,2020,126.9001928,37.55199972,R
한강 쉼터 24,2020,127.0661835,37.53115282,R
한강 주차장 11,2020,127.0654228,37.53126812,R
한강 화장실 29,2020,127.0632394,37.53144613,R
한강 쉼터 25,2020,127.0642941,37.531164,R
한강 음수대 17,2020,127.0642022,37.53113815,R
한강 계단 39,2020,127.0639453,37.53008974,R
한강 놀이터 4,2020,127.063521,37.53161379,R
한강 간이체육시설 24,2020,127.0638758,37.53148183,R
한강 음수대 18,2020,127.0630301,37.5315003,R
불광천 계단 4,2020,126.9000947,37.56933593,L
홍제천 파고라 1,2020,126.8925976,37.55858055,L
홍제천 보행교 1,2020,126.8922881,37.5587953,L
불광천 징검다리 3,2020,126.8999692,37.57108263,R
홍제천 간이체육시설 1,2020,126.8927466,37.55869722,L
홍제천 계단 2,2020,126.9696446,37.60639427,R
불광천 계단 5,2020,126.9003233,37.57186905,L
홍제천 경사로 1,2020,126.8958942,37.56090912,R
홍제천 비상사다리 1,2020,126.8956589,37.56021627,L
홍제천 경사로 2,2020,126.8981266,37.56182942,R
불광천 징검다리 4,2020,126.9000601,37.57297705,L
불광천 간이체육시설 2,2020,126.9004426,37.57369253,L
홍제천 간이체육시설 2,2020,126.898863,37.56204472,R
홍제천 간이체육시설 3,2020,126.8989051,37.56210514,R
불광천 간이체육시설 3,2020,126.9006247,37.57405421,L
불광천 계단 6,2020,126.9009624,37.57436196,L
홍제천 징검다리 3,2020,126.9008563,37.56251258,L
홍제천 보행교 2,2020,126.8994389,37.56242586,R
불광천 보행교 1,2020,126.9007514,37.57450707,L
홍제천 간이체육시설 4,2020,126.899937,37.562052,L
홍제천 보행교 3,2020,126.9000559,37.56233178,R
홍제천 계단 3,2020,126.9000272,37.56262683,R
홍제천 경사로 3,2020,126.9020787,37.56261391,L
불광천 경사로 2,2020,126.9010133,37.57441494,L
홍제천 간이체육시설 5,2020,126.9012138,37.56297021,R
성내천 보행교 16,2020,127.1336019,37.51624728,R
감이천 보행교 1,2020,127.1337688,37.51626511,L
감이천 계단 1,2020,127.1346291,37.51581589,L
감이천 보행교 2,2020,127.1347352,37.5158901,L
감이천 계단 2,2020,127.1357838,37.51559269,L
감이천 계단 3,2020,127.1358639,37.51555276,L
감이천 보행교 3,2020,127.1360073,37.51563636,L
감이천 계단 4,2020,127.1374047,37.51538435,L
감이천 경사로 1,2020,127.1381197,37.51523676,L
감이천 계단 5,2020,127.1393076,37.51499393,L
감이천 보행교 4,2020,127.1393318,37.5150626,L
성내천 주차장 2,2020,127.1267868,37.52207753,L
청계천 징검다리 1,2020,127.0498677,37.56283207,L
성내천 화장실 3,2020,127.126932,37.52267428,L
성내천 경사로 9,2020,127.1275532,37.52209472,L
성내천 징검다리 1,2020,127.1278331,37.5220336,R
성내천 보행교 6,2020,127.128679,37.52058657,L
성내천 경사로 10,2020,127.1290405,37.51864902,L
성내천 계단 14,2020,127.129798,37.51764583,L
성내천 징검다리 2,2020,127.1296305,37.5180661,R
성내천 계단 15,2020,127.1308255,37.51723091,L
성내천 배드민턴장 1,2020,127.1313621,37.51697105,L
성내천 경사로 7,2020,127.1245969,37.52153475,L
성내천 경사로 8,2020,127.125193,37.52113993,L
성내천 간이체육시설 1,2020,127.131578,37.51689805,L
성내천 보행교 8,2020,127.1318512,37.51690248,L
성내천 주차장 3,2020,127.1318163,37.51663343,L
성내천 경사로 11,2020,127.1317633,37.51678545,L
성내천 계단 16,2020,127.1317166,37.516674,L
성내천 간이체육시설 2,2020,127.1320107,37.51669226,L
성내천 징검다리 3,2020,127.1322357,37.51683335,R
성내천 경사로 12,2020,127.1325332,37.51638364,L
성내천 징검다리 4,2020,127.1334927,37.51607171,L
성내천 계단 17,2020,127.1333822,37.51594232,L
성내천 징검다리 5,2020,127.1336726,37.51558843,L
성내천 계단 18,2020,127.133637,37.51551053,L
성내천 계단 19,2020,127.1343394,37.51421572,L
성내천 계단 20,2020,127.1347327,37.51340615,L
성내천 경사로 13,2020,127.1349958,37.51299563,L
성내천 정자 2,2020,127.1356324,37.51163408,L
성내천 계단 21,2020,127.136092,37.51010748,L
성내천 징검다리 6,2020,127.1362164,37.51011072,L
성내천 정자 3,2020,127.1361198,37.50985517,L
성내천 징검다리 7,2020,127.1364635,37.5075741,R
성내천 경사로 14,2020,127.1363095,37.50767227,L
성내천 계단 22,2020,127.1363136,37.50757203,L
성내천 경사로 15,2020,127.136436,37.50645689,L
성내천 계단 23,2020,127.1364166,37.50591181,L
성내천 경사로 16,2020,127.1364729,37.50536009,L
성내천 보행교 9,2020,127.1366837,37.50507356,R
성내천 계단 24,2020,127.1364824,37.50484811,L
성내천 경사로 17,2020,127.136441,37.50475583,L
성내천 징검다리 8,2020,127.1367711,37.50418935,R
성내천 징검다리 9,2020,127.1365573,37.50418317,L
성내천 계단 25,2020,127.1365557,37.50400492,L
성내천 징검다리 10,2020,127.1368526,37.50313508,L
성내천 경사로 18,2020,127.1366752,37.5031238,L
성내천 보행교 10,2020,127.1369793,37.50208864,L
성내천 계단 26,2020,127.1367979,37.50200879,L
중랑천 자전거 교육장,2022,127.072578,37.606239,L
중랑천 게이트볼 7,2022,127.073033,37.604003,L
중랑천 족구장 7,2022,127.073175,37.603634,L
중랑천 축구장 4,2022,127.073201,37.603341,L
중랑천 쉼터 122,2022,127.073188,37.604019,L
중랑천 쉼터 123,2022,127.072713,37.587352,L
중랑천 체육교실,2022,127.072935,37.587099,L
중랑천 물놀이장 2,2022,127.073053,37.586997,L
중랑천 족구장 8,2022,127.078928,37.57488,L
중랑천 게이트볼 8,2022,127.078982,37.574608,L
중랑천 자전거 교육장2,2022,127.078991,37.574414,L
중랑천 화장실 36,2022,127.074392,37.58503,L
성내천 계단 27,2020,127.136918,37.50176773,L
성내천 계단 28,2020,127.1377256,37.5012566,L
성내천 징검다리 11,2020,127.1372514,37.50166147,R
성내천 보행교 11,2020,127.138411,37.50110037,L
성내천 경사로 19,2020,127.1391014,37.50059565,L
성내천 보행교 12,2020,127.1392902,37.50066951,L
성내천 간이체육시설 3,2020,127.1403655,37.50005628,L
성내천 보행교 13,2020,127.1404332,37.50012789,L
성내천 징검다리 12,2020,127.1411807,37.49978838,L
성내천 경사로 20,2020,127.1413823,37.49955754,L
성내천 계단 29,2020,127.1416771,37.49956164,L
감이천 계단 13,2020,127.1359271,37.51570287,R
감이천 계단 14,2020,127.1347608,37.5159599,R
감이천 계단 15,2020,127.1336857,37.51640511,R
감이천 보행교 6,2020,127.1336275,37.51633172,L
성내천 징검다리 17,2020,127.1330313,37.51657229,R
성내천 계단 45,2020,127.132308,37.51696504,R
성내천 경사로 31,2020,127.1310632,37.5174417,R
성내천 주차장 4,2020,127.1305448,37.51774524,R
성내천 계단 46,2020,127.1292654,37.51958002,R
성내천 계단 47,2020,127.1291894,37.52002555,R
성내천 계단 48,2020,127.1277404,37.52327708,R
성내천 계단 49,2020,127.1274975,37.52346205,R
성내천 파고라 2,2020,127.1273438,37.52368296,R
성내천 경사로 32,2020,127.1270913,37.52407292,R
성내천 계단 50,2020,127.125072,37.52493102,R
성내천 간이체육시설 11,2020,127.1241297,37.52510115,R
성내천 파고라 3,2020,127.1237978,37.52514703,R
성내천 경사로 39,2020,127.1238625,37.52548979,R
송파시각장애인축구장,2020,127.1193785,37.5246907,R
성내천 경사로 33,2020,127.1173435,37.52457518,R
성내천 경사로 34,2020,127.1166476,37.52445198,R
성내천 경사로 35,2020,127.1158713,37.52448878,R
성내천 배드민턴장 2,2020,127.1152557,37.52419994,R
성내천 계단 51,2020,127.115655,37.52454643,R
성내천 경사로 36,2020,127.1138577,37.52455494,R
성내천 계단 52,2020,127.113435,37.52458575,R
성내천 계단 53,2020,127.1073233,37.52457232,R
성내천 경사로 37,2020,127.1072172,37.52456566,R
성내천 계단 54,2020,127.106093,37.52455991,R
고덕천 경사로 1,2020,127.1721261,37.55763326,R
고덕천 경사로 2,2020,127.1720893,37.55762431,R
고덕천 계단 1,2020,127.172036,37.55784963,R
고덕천 보행교 1,2020,127.1718999,37.55830258,R
고덕천 징검다리 1,2020,127.1719777,37.5589388,R
망월천 경사로 1,2020,127.1733702,37.56947052,L
고덕천 계단 2,2020,127.1722787,37.55941476,R
고덕천 보행교 2,2020,127.1720692,37.55934299,R
고덕천 계단 3,2020,127.1723098,37.56001613,R
고덕천 계단 4,2020,127.1725229,37.56040325,R
고덕천 보행교 3,2020,127.1723705,37.56054425,R
중랑천 화장실 16,2020,127.0737513,37.58600554,L
중랑천 경사로 3,2020,127.0516212,37.55138753,L
중랑천 간이체육시설 7,2020,127.0525476,37.55117088,L
중랑천 경사로 5,2020,127.0524443,37.55100286,L
중랑천 쉼터 13,2020,127.0436605,37.55347385,R
중랑천 계단 11,2020,127.0453179,37.55382957,R
안양천 족구장 1,2020,126.8806317,37.52447629,R
안양천 경사로 8,2020,126.8812883,37.52421116,R
중랑천 쉼터 14,2020,127.0454236,37.55376709,R
안양천 계단 12,2020,126.8812322,37.52388899,R
중랑천 파고라 3,2020,127.0463364,37.55385057,R
중랑천 인라인스케이트장 1,2020,127.0723679,37.60726753,R
안양천 계단 13,2020,126.8811709,37.52331679,R
안양천 화장실 6,2020,126.8809732,37.52312964,R
안양천 계단 14,2020,126.8816197,37.52031578,R
안양천 정자 3,2020,126.880575,37.5227846,R
중랑천 화장실 17,2020,127.0765307,37.5790222,R
안양천 파고라 3,2020,126.8811302,37.52047071,R
안양천 경사로 9,2020,126.8812396,37.52279428,R
안양천 축구장 1,2020,126.8807242,37.52142874,R
중랑천 화장실 4,2020,127.0467836,37.55400131,R
안양천 화장실 7,2020,126.881481,37.52034492,R
중랑천 인라인스케이트장 2,2020,127.0557273,37.64372824,R
중랑천 음수대 4,2020,127.0471457,37.55403946,R
중랑천 파고라 4,2020,127.0472872,37.55405517,R
안양천 경사로 10,2020,126.8816426,37.52011308,R
중랑천 음수대 5,2020,127.0473975,37.55406413,R
중랑천 파고라 5,2020,127.0475362,37.55407985,R
중랑천 농구장 3,2020,127.04787,37.55394006,R
안양천 파고라 4,2020,126.8813381,37.51865202,R
중랑천 쉼터 15,2020,127.0481133,37.55399177,R
안양천 인라인스케이트장 1,2020,126.880716,37.51769183,R
안양천 보행교 2,2020,126.8798055,37.5185446,R
중랑천 파고라 6,2020,127.0482606,37.55423948,R
안양천 간이체육시설 2,2020,126.8813181,37.51789741,R
살곶이공원 주차장,2020,127.0483764,37.55401644,R
안양천 농구장 1,2020,126.8814289,37.51754388,R
안양천 계단 15,2020,126.8819149,37.51777412,R
중랑천 축구장 3,2020,127.0494687,37.55425925,R
안양천 정자 4,2020,126.8819038,37.51766599,R
안양천 화장실 8,2020,126.881813,37.51784835,R
중랑천 음수대 6,2020,127.0487644,37.5544938,R
안양천 계단 16,2020,126.8818514,37.51684828,R
묵동천 비상사다리 2,2020,127.0818043,37.61928417,R
묵동천 비상사다리 3,2020,127.0831013,37.61966487,R
묵동천 비상사다리 4,2020,127.0839818,37.61992351,R
묵동천 계단 9,2020,127.0852877,37.62030561,R
묵동천 징검다리 4,2020,127.086388,37.62031117,R
묵동천 계단 10,2020,127.087406,37.62029803,R
묵동천 계단 11,2020,127.0878575,37.6201648,R
묵동천 보행교 2,2020,127.0908909,37.62178991,R
묵동천 보행교 3,2020,127.088384,37.61992565,R
묵동천 보행교 4,2020,127.0884913,37.61971721,NULL
묵동천 비상사다리 6,2020,127.0909108,37.61880526,NULL
묵동천 비상사다리 7,2020,127.0922937,37.61819914,NULL
묵동천 비상사다리 8,2020,127.0909048,37.61880646,NULL
묵동천 계단 12,2020,127.0936961,37.61747762,NULL
묵동천 징검다리 5,2020,127.0945307,37.6169037,NULL
묵동천 경사로 4,2020,127.0945288,37.6171501,NULL
한강 경사로 8,2020,127.0894319,37.5285577,R
한강 쉼터 12,2020,127.0926031,37.53062937,R
한강 경사로 9,2020,127.0890542,37.52822894,R
한강 간이체육시설 12,2020,127.0887909,37.52802185,R
한강 계단 10,2020,127.0886804,37.52849588,R
한강 화장실 10,2020,127.0884194,37.52783835,R
한강 쉼터 13,2020,127.0846372,37.52713158,R
한강 계단 11,2020,127.0858874,37.52718924,R
한강 계단 12,2020,127.0844817,37.52714295,R
한강 계단 13,2020,127.0832145,37.52706276,R
한강 나들목 5,2020,127.0845356,37.52728257,R
한강 계단 14,2020,127.0817636,37.52700746,R
한강 쉼터 14,2020,126.880894,37.5649528,R
한강 배드민턴장 1,2020,126.8810101,37.56487858,R
한강 계단 15,2020,127.0811385,37.52695834,R
한강 축구장 1,2020,126.8811687,37.56478864,R
한강 농구장 1,2020,126.8813585,37.56468072,R
한강 화장실 11,2020,126.8825714,37.5644488,R
난지한강공원 주차장2,2020,126.8820545,37.56470844,R
한강 파고라 21,2020,126.8815311,37.56464935,R
한강 계단 16,2020,127.0802021,37.52675175,R
한강 쉼터 15,2020,126.8814973,37.5645885,R
감이천 보행교 5,2020,127.1408198,37.51461822,L
감이천 계단 6,2020,127.1408041,37.51457319,L
감이천 계단 7,2020,127.1422316,37.51426288,L
감이천 경사로 2,2020,127.1422554,37.51413784,L
감이천 경사로 3,2020,127.1423279,37.51434949,R
감이천 계단 8,2020,127.1408709,37.51473416,R
감이천 계단 9,2020,127.1393729,37.5151504,R
감이천 계단 10,2020,127.1380869,37.51547402,R
감이천 계단 11,2020,127.1378013,37.51549575,R
감이천 계단 12,2020,127.1375463,37.51552405,R
반포천 경사로 1,2020,126.9799269,37.50403932,R
반포천 계단 1,2020,126.9800076,37.50357306,R
반포천 계단 2,2020,126.9823502,37.50204332,R
반포천 경사로 2,2020,126.9850537,37.50032005,R
반포천 징검다리 1,2020,126.9857711,37.4993778,R
반포천 계단 3,2020,126.9879529,37.4988902,R
반포천 경사로 3,2020,126.9915692,37.49986794,R
반포천 징검다리 2,2020,126.9917709,37.49954274,R
반포천 징검다리 3,2020,126.9925517,37.49932515,R
반포천 징검다리 4,2020,126.9933148,37.4990888,R
반포천 계단 4,2020,126.9938975,37.4991653,R
반포천 징검다리 5,2020,126.9963013,37.49955911,L
반포천 계단 5,2020,126.9966873,37.49984773,R
반포천 계단 6,2020,126.9994529,37.50091506,R
반포천 경사로 4,2020,127.0013952,37.50168469,R
반포천 계단 7,2020,127.0017572,37.50181328,R
묵동천 계단 13,2020,127.0729349,37.61530626,L
묵동천 배드민턴장 1,2020,127.0730742,37.61577919,L
묵동천 경사로 6,2020,127.0748942,37.61648532,L
묵동천 경사로 7,2020,127.0755004,37.61668315,L
묵동천 경사로 8,2020,127.0791277,37.61800861,L
묵동천 계단 14,2020,127.0797849,37.61822215,L
묵동천 화장실 1,2020,127.0785143,37.61767903,L
묵동천 간이체육시설 2,2020,127.0781986,37.61765927,L
묵동천 정자 1,2020,127.0783515,37.61774897,L
묵동천 정자 2,2020,127.0775188,37.61737763,L
묵동천 정자 3,2020,127.0769595,37.61719113,L
묵동천 간이체육시설 3,2020,127.076654,37.61707537,L
묵동천 정자 4,2020,127.0765845,37.61704866,L
묵동천 정자 5,2020,127.0778486,37.61750529,L
묵동천 경사로 9,2020,127.0807436,37.61841409,L
묵동천 비상사다리 13,2020,127.0832424,37.61945316,L
묵동천 경사로 10,2020,127.0847408,37.61987651,L
묵동천 정자 6,2020,127.0752166,37.61716602,R
묵동천 파고라 5,2020,127.0741257,37.61681129,R
성내천 보행교 1,2020,127.1038098,37.52390421,L
성내천 계단 1,2020,127.1046703,37.52342817,L
고덕천 파고라 6,2020,127.1736789,37.54765132,L
중랑천 화장실 37,2022,127.078855,37.572989,L
고덕천 계단 21,2020,127.173892,37.54744378,L
고덕천 보행교 15,2020,127.173987,37.547545,R
대사골천 경사로 1,2020,127.1737433,37.54552262,R
대사골천 보행교 1,2020,127.1735298,37.54557812,L
대사골천 징검다리 1,2020,127.1719016,37.54549378,L
대사골천 경사로 2,2020,127.1717376,37.54552893,L
고덕천 경사로 18,2020,127.1742408,37.54778114,R
고덕천 계단 22,2020,127.1741493,37.54860681,R
고덕천 경사로 19,2020,127.1740867,37.54904051,R
고덕천 경사로 20,2020,127.1738786,37.54960281,R
고덕천 계단 23,2020,127.1737214,37.55012337,R
고덕천 계단 24,2020,127.1736585,37.55044557,R
성내천 주차장 1,2020,127.1261102,37.52167055,L
88호수수변무대,2020,127.1254334,37.52117346,L
묵동천 비상사다리 11,2020,127.0894988,37.61919306,L
묵동천 파고라 4,2020,127.0886199,37.61952904,L
묵동천 비상사다리 12,2020,127.0872734,37.62006211,L
묵동천 경사로 5,2020,127.085695,37.62014326,L
성내천 계단 13,2020,127.1199269,37.51741975,L
성내천 쉼터 1,2020,127.1191269,37.51763004,L
성내천 쉼터 2,2020,127.1187252,37.5192928,L
성내천 쉼터 3,2020,127.1180661,37.52012801,L
성내천 경사로 6,2020,127.1178618,37.52145044,L
성내천 쉼터 4,2020,127.1178609,37.52177592,L
청계천 계단 1,2020,127.0474281,37.56883934,L
성내천 쉼터 5,2020,127.1189523,37.52344957,L
성내천 쉼터 6,2020,127.1202378,37.52438531,L
성내천 쉼터 7,2020,127.1217343,37.52462029,L
성내천 화장실 2,2020,127.1232329,37.52440475,L
성내천 보행교 4,2020,127.1236296,37.52489538,L
성내천 파고라 1,2020,127.1247727,37.52433218,L
청계천 화장실 1,2020,127.0476626,37.56821869,L
성내천 쉼터 8,2020,127.126731,37.52299891,L
성내천 보행교 5,2020,127.1265448,37.52279859,L
성내천 정자 1,2020,127.125453,37.52271866,L
청계천 경사로 2,2020,127.0474253,37.56890804,L
서울역사편찬원,2020,127.1244785,37.5217421,L
고덕천 경사로 22,2020,127.1735365,37.55149992,R
고덕천 파고라 7,2020,127.1735523,37.55160914,R
고덕천 계단 25,2020,127.1733827,37.55227162,R
고덕천 계단 26,2020,127.1731977,37.55303999,R
고덕천 경사로 23,2020,127.1730557,37.55341074,R
고덕천 경사로 24,2020,127.1728483,37.5542805,R
고덕천 계단 27,2020,127.1726039,37.55502418,R
고덕천 간이체육시설 4,2020,127.1726608,37.55514573,R
고덕천 쉼터 2,2020,127.1728616,37.55513981,R
고덕천 계단 28,2020,127.1723746,37.55560115,R
고덕천 경사로 25,2020,127.1720402,37.55662371,R
양평누리 체육공원 제2축구장,2022,126.886277,37.5438545,R
안양천 경사로 3,2020,126.8873668,37.54337351,R
중랑천 화장실 2,2020,127.0368769,37.55127705,R
중랑천 계단 1,2020,127.0469562,37.55180506,L
중랑천 쉼터 7,2020,127.0373013,37.55134224,R
안양천 골프파크 2,2020,126.8879133,37.54116207,R
중랑천 축구장 2,2020,127.0374006,37.55185127,R
중랑천 계단 2,2020,127.0459404,37.5517041,L
안양천 계단 7,2020,126.8889925,37.54016749,R
안양천 화장실 5,2020,126.8889641,37.54029135,R
중랑천 음수대 1,2020,127.0370382,37.55141665,R
중랑천 쉼터 8,2020,127.0452315,37.55172081,L
안양천 계단 8,2020,126.8894833,37.53923316,R
중랑천 농구장 2,2020,127.0382806,37.55212129,R
중랑천 계단 3,2020,127.0450549,37.55169317,L
중랑천 쉼터 9,2020,127.0449445,37.5516797,L
안양천 보행교 1,2020,126.8883538,37.53790087,R
중랑천 간이체육시설 3,2020,127.0447663,37.55172257,L
중랑천 파고라 1,2020,127.0385254,37.55221694,R
중랑천 게이트볼 1,2020,127.0387631,37.55230246,R
안양천 계단 9,2020,126.891302,37.53541911,R
안양천 정자 1,2020,126.8912779,37.53548779,R
중랑천 음수대 2,2020,127.0389668,37.55227761,R
안양천 경사로 4,2020,126.8913377,37.5352412,R
중랑천 야구장 1,2020,127.0391182,37.55240032,R
중랑천 파고라 2,2020,127.0470639,37.55180306,L
중랑천 계단 4,2020,127.0473721,37.55183643,L
도림천 농구장 3,2020,126.9291242,37.48174236,R
도림천 배드민턴장 3,2020,126.9292261,37.48159714,R
도림천 간이체육시설 12,2020,126.9293916,37.48141478,R
도림천 계단 60,2020,126.9295868,37.48124483,R
도림천 징검다리 12,2020,126.9316862,37.47898228,R
도림천 계단 18,2020,126.9330804,37.47811248,R
도림천 계단 19,2020,126.9349561,37.47763937,R
중랑천 농구장 6,2020,127.0760315,37.56545691,L
중랑천 파고라 17,2020,127.0761664,37.56586903,L
도림천 계단 20,2020,126.9371569,37.47712473,R
도림천 보행교 6,2020,126.936945,37.47708407,L
중랑천 중랑천 제1체육공원 물놀이장,2020,127.0765546,37.56639361,L
도림천 경사로 12,2020,126.9373253,37.47688718,R
중랑천 경사로 13,2020,127.0758896,37.56503016,L
중랑천 보행교 1,2020,127.0747778,37.56672925,R
중랑천 경사로 14,2020,127.07626,37.56468529,L
중랑천 간이체육시설 15,2020,127.0766547,37.5654549,L
중랑천 파고라 18,2020,127.0770212,37.56606782,L
중랑천 파고라 19,2020,127.0771246,37.56623444,L
중랑천 간이체육시설 16,2020,127.0770764,37.56615338,L
중랑천 쉼터 21,2020,127.0777576,37.57188758,R
중랑천 계단 29,2020,127.0772153,37.56636165,L
중랑천 계단 30,2020,127.0776766,37.571818,R
중랑천 화장실 11,2020,127.0772366,37.56646525,L
중랑천 경사로 15,2020,127.0772521,37.56639541,L
중랑천 경사로 16,2020,127.0774479,37.56693025,L
중랑천 음수대 11,2020,127.0773282,37.56748219,L
중랑천 배드민턴장 4,2020,127.0768792,37.56701058,L
중랑천 게이트볼 3,2020,127.0772861,37.56775814,L
중랑천 파고라 20,2020,127.0770793,37.56753866,L
도림천 계단 21,2020,126.9366046,37.47515798,R
중랑천 족구장 2,2020,127.0774548,37.56811055,L
중랑천 경사로 17,2020,127.0779951,37.56794126,L
중랑천 화장실 12,2020,127.077907,37.56757416,L
중랑천 음수대 12,2020,127.0778277,37.56746779,L
중랑천 쉼터 22,2020,127.0789839,37.57176687,L
중랑천 경사로 18,2020,127.0779209,37.5686362,L
중랑천 쉼터 23,2020,127.0790126,37.57212457,L
중랑천 파고라 22,2020,127.0790529,37.5740921,L
중랑천 게이트볼 4,2020,127.0791177,37.57248152,L
중랑천 파고라 21,2020,127.0791136,37.57264258,L
중랑천 파고라 23,2020,127.0789829,37.57470376,L
중랑천 인라인스케이트장 6,2020,127.0791369,37.57327889,L
중랑천 간이체육시설 17,2020,127.0789633,37.57478609,L
한마음교회 맞은편 중랑천 둔치 육상트랙,2020,127.0790249,37.57439169,L
중랑천 음수대 13,2020,127.0790636,37.57484554,L
중랑천 파고라 24,2020,127.0789505,37.57490419,L
중랑천 화장실 13,2020,127.0790129,37.57508547,L
중랑천 쉼터 24,2020,127.078841,37.57575795,L
중랑천 농구장 7,2020,127.0789054,37.57508554,L
장평체육공원 체조교실,2020,127.0788817,37.57546172,L
중랑천 쉼터 25,2020,127.078823,37.57612174,L
중랑천 경사로 19,2020,127.0770962,37.57160552,R
중랑천 계단 31,2020,127.0771403,37.57184425,R
중랑천 음수대 14,2020,127.0770764,37.57161004,R
중랑천 쉼터 26,2020,127.0787827,37.57627469,L
중랑천 화장실 14,2020,127.0770271,37.57154113,R
중랑천 정자 2,2020,127.0770865,37.57185217,R
중랑천 경사로 20,2020,127.0792604,37.57632417,L
중랑천 정자 3,2020,127.0771406,37.57209428,R
도림천 계단 22,2020,126.935506,37.47422822,R
중랑천 파고라 16,2020,127.0757851,37.56517551,L
홍제천 배드민턴장 1,2020,126.9223029,37.57249035,R
불광천 계단 17,2020,126.9126189,37.58570341,L
홍제천 계단 22,2020,126.95729,37.59976661,R
홍제천 족구장 1,2020,126.9226423,37.57276538,R
홍제천 경사로 11,2020,126.9232755,37.57342802,R
불광천 쉼터 5,2020,126.9123096,37.58632261,R
홍제천 농구장 1,2020,126.9228683,37.57309439,R
홍제천 계단 23,2020,126.9565794,37.59912817,R
홍제천 파고라 3,2020,126.9232728,37.57332441,R
홍제천 계단 24,2020,126.9188241,37.56935142,L
불광천 간이체육시설 13,2020,126.9124978,37.58636442,R
홍제천 음수대 1,2020,126.923424,37.57345627,R
불광천 징검다리 8,2020,126.91275,37.58617653,L
불광천 계단 18,2020,126.9123789,37.58637673,R
불광천 음수대 2,2020,126.9125727,37.58647035,R
홍제천 간이체육시설 19,2020,126.9237196,37.5736727,R
홍제천 징검다리 7,2020,126.9201399,37.57063338,R
불광천 간이체육시설 14,2020,126.9133393,37.58684595,L
불광천 경사로 19,2020,126.9134778,37.5870285,L
불광천 쉼터 6,2020,126.9134155,37.58705999,L
홍제천 계단 25,2020,126.956215,37.59763496,R
불광천 보행교 4,2020,126.9134103,37.5878889,L
홍제천 경사로 12,2020,126.925559,37.57517967,R
불광천 정자 4,2020,126.9131538,37.5881973,R
불광천 계단 19,2020,126.9136723,37.58771227,L
홍제천 쉼터 5,2020,126.9221588,37.5719339,L
홍제천 계단 26,2020,126.9264513,37.57577826,R
불광천 계단 20,2020,126.9138201,37.58841065,L
불광천 경사로 21,2020,126.9139369,37.58901665,L
홍제천 경사로 13,2020,126.9222384,37.57193057,L
불광천 쉼터 7,2020,126.9133593,37.58870745,R
불광천 쉼터 8,2020,126.9137466,37.58868335,L
홍제천 계단 27,2020,126.956039,37.59671066,R
불광천 경사로 22,2020,126.9133464,37.58926062,R
홍제천 경사로 14,2020,126.9275884,37.57639502,R
불광천 계단 21,2020,126.9139465,37.58930385,L
홍제천 정자 5,2020,126.9223556,37.57204065,L
불광천 조형물 1,2020,126.9135721,37.58998721,R
불광천 간이체육시설 15,2020,126.9140931,37.58984005,L
홍제천 경사로 15,2020,126.9287566,37.57701629,R
불광천 정자 5,2020,126.9135704,37.59017641,R
불광천 계단 22,2020,126.9136185,37.59023276,R
홍제천 쉼터 6,2020,126.9550812,37.59612776,R
불광천 징검다리 9,2020,126.9140411,37.5906937,L
다락원체육공원 하부 족구장,2022,127.049493,37.691011,R
도림천 화장실 2,2022,126.9102728,37.48672073,R
안양천 음수대 17,2022,126.87304,37.484425,R
안양천 음수대 18,2022,126.885958,37.465266,L
청계천 황톳길,2023,127.051244,37.558598,R
불광천 계단 23,2020,126.9137085,37.59074752,R
홍제천 간이체육시설 20,2020,126.92986,37.57749222,R
성내천 경사로 1,2020,127.1064123,37.52335679,L
성내천 경사로 40,2020,127.1130738,37.5232819,L
성내천 계단 2,2020,127.1104069,37.52328104,L
성내천 경사로 3,2020,127.1150593,37.52336558,L
성내천 계단 3,2020,127.1136564,37.52328922,L
성내천 경사로 2,2020,127.11506,37.52317635,L
성내천 계단 4,2020,127.1150945,37.5232822,L
성내천 보행교 2,2020,127.1172066,37.52381734,L
